station,ap,rssi,num_sta,dist,cons_bat,associatedTo
sta1,ap2,-66.0,6,24.35,0.2435,ap2
sta3,ap1,-62.0,4,14.87,0.1487,ap1
sta3,ap2,-75.0,6,49.41,0.4941,ap1
sta1,ap1,-70.0,4,27.66,0.2766,ap2
sta1,ap2,-66.0,6,23.77,0.2377,ap2
sta2,ap3,-38.0,4,2.24,0.0224,ap3
sta2,ap2,-75.0,6,49.65,0.4965,ap3
sta3,ap1,-62.0,4,15.0,0.15,ap1
sta3,ap2,-75.0,6,48.01,0.4801,ap1
sta1,ap1,-68.0,4,24.84,0.2484,ap2
sta1,ap2,-67.0,6,26.4,0.264,ap2
sta2,ap3,-46.0,4,4.12,0.0412,ap3
sta2,ap2,-75.0,5,46.87,0.4687,ap3
sta3,ap1,-62.0,5,15.26,0.1526,ap1
sta3,ap2,-75.0,5,46.62,0.4662,ap1
sta1,ap1,-70.0,5,29.0,0.29,ap1
sta1,ap2,-65.0,5,21.93,0.2193,ap1
sta3,ap1,-63.0,5,16.64,0.1664,ap1
sta3,ap2,-75.0,5,46.87,0.4687,ap1
sta1,ap1,-71.0,5,30.41,0.3041,ap1
sta1,ap2,-64.0,5,20.62,0.2062,ap1
sta3,ap1,-63.0,5,17.0,0.17,ap1
sta3,ap2,-74.0,5,45.49,0.4549,ap1
sta1,ap1,-72.0,5,31.83,0.3183,ap1
sta1,ap2,-63.0,5,18.79,0.1879,ap1
sta3,ap1,-63.0,5,16.4,0.164,ap1
sta3,ap2,-75.0,5,48.26,0.4826,ap1
sta3,ap4,-77.0,3,56.82,0.5682,ap1
sta1,ap1,-73.0,5,36.12,0.3612,ap1
sta1,ap2,-59.0,5,14.32,0.1432,ap1
sta3,ap1,-61.0,4,14.32,0.1432,ap1
sta3,ap2,-74.0,6,45.0,0.45,ap1
sta1,ap1,-73.0,4,34.66,0.3466,ap2
sta1,ap2,-61.0,6,16.76,0.1676,ap2
sta3,ap1,-63.0,4,16.16,0.1616,ap1
sta3,ap2,-74.0,6,43.83,0.4383,ap1
sta1,ap1,-75.0,4,40.31,0.4031,ap2
sta1,ap2,-57.0,6,12.04,0.1204,ap2
sta3,ap1,-63.0,4,16.28,0.1628,ap1
sta3,ap2,-73.0,6,40.8,0.408,ap1
sta1,ap1,-76.0,4,43.14,0.4314,ap2
sta1,ap2,-53.0,6,9.0,0.09,ap2
sta3,ap1,-64.0,4,17.46,0.1746,ap1
sta3,ap2,-74.0,6,44.1,0.441,ap1
sta1,ap1,-76.0,4,43.6,0.436,ap2
sta1,ap2,-49.0,6,6.4,0.064,ap2
sta3,ap1,-64.0,4,18.36,0.1836,ap1
sta3,ap2,-74.0,6,45.79,0.4579,ap1
sta3,ap4,-77.0,3,56.36,0.5636,ap1
sta1,ap1,-75.0,4,42.2,0.422,ap2
sta1,ap2,-51.0,6,7.81,0.0781,ap2
sta3,ap1,-64.0,4,18.03,0.1803,ap1
sta3,ap2,-75.0,6,47.17,0.4717,ap1
sta3,ap4,-77.0,3,55.9,0.559,ap1
sta1,ap1,-75.0,4,42.72,0.4272,ap2
sta1,ap2,-52.0,6,8.06,0.0806,ap2
sta3,ap1,-62.0,4,15.0,0.15,ap1
sta3,ap2,-75.0,6,48.01,0.4801,ap1
sta1,ap1,-76.0,4,43.05,0.4305,ap2
sta1,ap2,-52.0,6,8.54,0.0854,ap2
sta3,ap1,-64.0,4,17.8,0.178,ap1
sta3,ap4,-77.0,3,54.38,0.5438,ap1
sta1,ap1,-76.0,4,43.83,0.4383,ap2
sta1,ap2,-55.0,6,10.05,0.1005,ap2
sta1,ap1,-75.0,4,42.72,0.4272,ap2
sta1,ap2,-52.0,6,8.06,0.0806,ap2
sta3,ap1,-64.0,4,17.69,0.1769,ap1
sta3,ap4,-77.0,3,54.71,0.5471,ap1
sta1,ap1,-75.0,4,41.34,0.4134,ap2
sta1,ap2,-54.0,6,9.43,0.0943,ap2
sta3,ap1,-64.0,4,17.69,0.1769,ap1
sta3,ap4,-77.0,3,54.71,0.5471,ap1
sta1,ap1,-75.0,4,42.06,0.4206,ap2
sta1,ap2,-55.0,6,10.44,0.1044,ap2
sta3,ap1,-66.0,4,20.52,0.2052,ap1
sta3,ap4,-76.0,3,52.35,0.5235,ap1
sta1,ap1,-75.0,4,42.49,0.4249,ap2
sta1,ap2,-56.0,6,11.18,0.1118,ap2
sta3,ap1,-64.0,4,17.8,0.178,ap1
sta3,ap4,-77.0,3,54.38,0.5438,ap1
sta1,ap1,-75.0,4,42.72,0.4272,ap2
sta1,ap2,-52.0,6,8.06,0.0806,ap2
sta3,ap1,-65.0,4,19.1,0.191,ap1
sta3,ap4,-76.0,3,53.34,0.5334,ap1
sta1,ap1,-76.0,4,43.42,0.4342,ap2
sta1,ap2,-53.0,6,9.22,0.0922,ap2
sta3,ap1,-68.0,4,24.84,0.2484,ap1
sta3,ap4,-75.0,3,47.51,0.4751,ap1
sta1,ap1,-75.0,4,42.15,0.4215,ap2
sta1,ap2,-59.0,6,14.04,0.1404,ap2
sta1,ap3,-77.0,4,44.01,0.4401,ap2
sta3,ap1,-68.0,4,23.85,0.2385,ap1
sta3,ap4,-75.0,3,48.26,0.4826,ap1
sta1,ap1,-75.0,4,40.31,0.4031,ap2
sta1,ap2,-59.0,6,14.32,0.1432,ap2
sta3,ap1,-68.0,4,23.85,0.2385,ap1
sta3,ap4,-75.0,3,48.26,0.4826,ap1
sta1,ap1,-74.0,4,38.9,0.389,ap2
sta1,ap2,-62.0,6,18.25,0.1825,ap2
sta1,ap3,-77.0,4,44.64,0.4464,ap2
sta3,ap1,-69.0,4,25.55,0.2555,ap1
sta3,ap4,-75.0,3,46.62,0.4662,ap1
sta1,ap1,-74.0,4,39.56,0.3956,ap2
sta1,ap2,-63.0,6,19.1,0.191,ap2
sta1,ap3,-77.0,4,43.42,0.4342,ap2
sta3,ap1,-67.0,4,22.47,0.2247,ap1
sta3,ap4,-75.0,3,49.65,0.4965,ap1
sta1,ap1,-74.0,4,38.33,0.3833,ap2
sta1,ap2,-64.0,6,20.22,0.2022,ap2
sta1,ap3,-77.0,4,44.15,0.4415,ap2
sta3,ap1,-63.0,4,16.64,0.1664,ap1
sta3,ap4,-77.0,3,55.47,0.5547,ap1
sta1,ap1,-73.0,4,35.51,0.3551,ap2
sta1,ap2,-66.0,6,24.52,0.2452,ap2
sta3,ap1,-64.0,4,17.46,0.1746,ap1
sta3,ap4,-77.0,3,55.0,0.55,ap1
sta1,ap1,-73.0,4,34.71,0.3471,ap2
sta1,ap2,-66.0,6,23.77,0.2377,ap2
sta3,ap1,-63.0,4,16.64,0.1664,ap1
sta3,ap4,-77.0,3,55.47,0.5547,ap1
sta1,ap1,-72.0,4,32.76,0.3276,ap2
sta1,ap2,-66.0,6,24.35,0.2435,ap2
sta3,ap1,-65.0,4,19.42,0.1942,ap1
sta3,ap4,-76.0,3,52.7,0.527,ap1
sta1,ap1,-71.0,4,30.81,0.3081,ap2
sta1,ap2,-66.0,6,25.08,0.2508,ap2
sta1,ap1,-72.0,4,32.02,0.3202,ap2
sta1,ap2,-66.0,6,23.77,0.2377,ap2
sta3,ap1,-65.0,4,19.21,0.1921,ap1
sta3,ap2,-75.0,6,48.88,0.4888,ap1
sta3,ap4,-77.0,3,54.12,0.5412,ap1
sta1,ap1,-72.0,4,33.24,0.3324,ap2
sta1,ap2,-65.0,6,22.47,0.2247,ap2
sta3,ap1,-63.0,4,16.64,0.1664,ap1
sta3,ap2,-75.0,6,46.87,0.4687,ap1
sta1,ap1,-72.0,4,32.76,0.3276,ap2
sta1,ap2,-66.0,6,24.35,0.2435,ap2
sta3,ap1,-65.0,4,19.21,0.1921,ap1
sta3,ap2,-75.0,6,48.88,0.4888,ap1
sta3,ap4,-77.0,3,54.12,0.5412,ap1
sta1,ap1,-72.0,4,33.24,0.3324,ap2
sta1,ap2,-65.0,6,22.47,0.2247,ap2
sta3,ap1,-64.0,4,18.36,0.1836,ap1
sta3,ap2,-74.0,6,45.79,0.4579,ap1
sta3,ap4,-77.0,3,56.36,0.5636,ap1
sta1,ap1,-72.0,4,32.39,0.3239,ap2
sta1,ap2,-67.0,6,26.25,0.2625,ap2
sta3,ap1,-65.0,4,19.42,0.1942,ap1
sta3,ap2,-75.0,6,47.51,0.4751,ap1
sta3,ap4,-77.0,3,54.56,0.5456,ap1
sta1,ap1,-74.0,4,39.2,0.392,ap2
sta1,ap2,-67.0,6,26.02,0.2602,ap2
sta1,ap3,-76.0,4,41.19,0.4119,ap2
sta3,ap1,-68.0,4,23.85,0.2385,ap1
sta3,ap2,-75.0,6,47.42,0.4742,ap1
sta3,ap4,-76.0,3,51.08,0.5108,ap1
sta1,ap1,-75.0,4,42.01,0.4201,ap2
sta1,ap2,-68.0,6,29.07,0.2907,ap2
sta1,ap3,-75.0,4,38.01,0.3801,ap2
sta3,ap1,-67.0,4,22.2,0.222,ap1
sta3,ap2,-75.0,6,48.3,0.483,ap1
sta3,ap4,-76.0,3,51.89,0.5189,ap1
sta1,ap1,-75.0,4,42.3,0.423,ap2
sta1,ap2,-66.0,6,25.08,0.2508,ap2
sta1,ap3,-75.0,4,38.33,0.3833,ap2
sta3,ap1,-64.0,4,17.8,0.178,ap1
sta3,ap2,-75.0,6,48.55,0.4855,ap1
sta3,ap4,-77.0,3,55.47,0.5547,ap1
sta1,ap1,-75.0,4,41.19,0.4119,ap2
sta1,ap2,-67.0,6,26.02,0.2602,ap2
sta1,ap3,-75.0,4,39.2,0.392,ap2
sta3,ap1,-67.0,4,21.93,0.2193,ap1
sta3,ap4,-76.0,3,51.0,0.51,ap1
sta1,ap1,-74.0,4,39.2,0.392,ap2
sta1,ap2,-67.0,6,26.02,0.2602,ap2
sta1,ap3,-76.0,4,41.19,0.4119,ap2
sta3,ap1,-68.0,4,24.76,0.2476,ap1
sta3,ap4,-75.0,3,48.3,0.483,ap1
sta1,ap1,-75.0,4,40.31,0.4031,ap2
sta1,ap2,-66.0,6,25.0,0.25,ap2
sta1,ap3,-76.0,4,40.31,0.4031,ap2
sta3,ap1,-70.0,4,27.66,0.2766,ap1
sta3,ap4,-74.0,3,46.1,0.461,ap1
sta1,ap1,-74.0,4,37.48,0.3748,ap2
sta1,ap2,-66.0,6,24.19,0.2419,ap2
sta1,ap3,-77.0,4,43.42,0.4342,ap2
sta3,ap1,-70.0,4,27.66,0.2766,ap1
sta3,ap4,-74.0,3,46.1,0.461,ap1
sta1,ap1,-72.0,4,32.39,0.3239,ap2
sta1,ap2,-67.0,6,26.25,0.2625,ap2
sta3,ap1,-70.0,4,27.66,0.2766,ap1
sta3,ap4,-74.0,3,44.78,0.4478,ap1
sta1,ap1,-72.0,4,33.54,0.3354,ap2
sta1,ap2,-66.0,6,25.0,0.25,ap2
sta3,ap1,-69.0,4,25.24,0.2524,ap1
sta3,ap4,-75.0,3,46.87,0.4687,ap1
sta1,ap1,-71.0,4,31.58,0.3158,ap2
sta1,ap2,-67.0,6,25.63,0.2563,ap2
sta3,ap1,-69.0,4,25.94,0.2594,ap1
sta3,ap4,-74.0,3,46.4,0.464,ap1
sta1,ap1,-72.0,4,32.14,0.3214,ap2
sta1,ap2,-68.0,6,28.16,0.2816,ap2
sta3,ap1,-71.0,4,29.41,0.2941,ap1
sta3,ap4,-73.0,3,42.72,0.4272,ap1
sta1,ap1,-73.0,4,36.35,0.3635,ap2
sta1,ap2,-67.0,6,25.32,0.2532,ap2
sta1,ap3,-77.0,4,44.28,0.4428,ap2
sta3,ap1,-71.0,4,30.41,0.3041,ap1
sta3,ap4,-73.0,3,42.01,0.4201,ap1
sta1,ap1,-72.0,4,32.02,0.3202,ap2
sta1,ap2,-66.0,6,23.77,0.2377,ap2
sta3,ap1,-72.0,4,32.76,0.3276,ap1
sta3,ap4,-72.0,3,39.41,0.3941,ap1
sta1,ap1,-72.0,4,33.24,0.3324,ap2
sta1,ap2,-65.0,6,22.47,0.2247,ap2
sta3,ap1,-71.0,4,30.81,0.3081,ap1
sta3,ap4,-73.0,3,41.34,0.4134,ap1
sta1,ap1,-72.0,4,33.54,0.3354,ap2
sta1,ap2,-66.0,6,25.0,0.25,ap2
sta3,ap1,-70.0,4,27.66,0.2766,ap1
sta3,ap4,-74.0,3,44.78,0.4478,ap1
sta1,ap1,-72.0,4,33.54,0.3354,ap2
sta1,ap2,-66.0,6,25.0,0.25,ap2
sta3,ap1,-69.0,4,26.17,0.2617,ap1
sta3,ap4,-75.0,3,46.53,0.4653,ap1
sta1,ap1,-73.0,4,36.4,0.364,ap2
sta1,ap2,-64.0,6,20.62,0.2062,ap2
sta3,ap1,-69.0,4,26.17,0.2617,ap1
sta3,ap4,-75.0,3,46.96,0.4696,ap1
sta1,ap1,-72.0,4,32.57,0.3257,ap2
sta1,ap2,-65.0,6,21.93,0.2193,ap2
sta3,ap1,-68.0,4,24.76,0.2476,ap1
sta3,ap4,-75.0,3,48.3,0.483,ap1
sta1,ap1,-72.0,4,33.84,0.3384,ap2
sta1,ap2,-64.0,6,20.62,0.2062,ap2
sta3,ap1,-67.0,4,22.02,0.2202,ap1
sta3,ap4,-76.0,3,50.25,0.5025,ap1
sta1,ap1,-72.0,4,32.57,0.3257,ap2
sta1,ap2,-65.0,6,21.93,0.2193,ap2
sta3,ap1,-66.0,4,21.1,0.211,ap1
sta3,ap4,-76.0,3,51.04,0.5104,ap1
sta1,ap1,-71.0,4,30.68,0.3068,ap2
sta1,ap2,-65.0,6,22.83,0.2283,ap2
sta3,ap1,-69.0,4,25.24,0.2524,ap1
sta3,ap4,-75.0,3,46.87,0.4687,ap1
sta1,ap1,-71.0,4,29.41,0.2941,ap2
sta1,ap2,-66.0,6,24.19,0.2419,ap2
sta3,ap1,-68.0,4,25.0,0.25,ap1
sta3,ap4,-75.0,3,47.17,0.4717,ap1
sta1,ap1,-71.0,4,30.68,0.3068,ap2
sta1,ap2,-65.0,6,22.83,0.2283,ap2
sta3,ap1,-69.0,4,26.17,0.2617,ap1
sta3,ap4,-75.0,3,46.53,0.4653,ap1
sta1,ap1,-70.0,4,28.23,0.2823,ap2
sta1,ap2,-66.0,6,23.6,0.236,ap2
sta3,ap1,-69.0,4,25.24,0.2524,ap1
sta3,ap4,-75.0,3,46.87,0.4687,ap1
sta1,ap1,-72.0,4,33.54,0.3354,ap2
sta1,ap2,-62.0,6,18.03,0.1803,ap2
sta3,ap1,-70.0,4,28.02,0.2802,ap1
sta3,ap4,-74.0,3,44.1,0.441,ap1
sta1,ap1,-70.0,4,28.65,0.2865,ap2
sta1,ap2,-65.0,6,21.93,0.2193,ap2
sta3,ap1,-70.0,4,28.65,0.2865,ap1
sta3,ap4,-74.0,3,43.6,0.436,ap1
sta1,ap1,-72.0,4,32.2,0.322,ap2
sta1,ap2,-63.0,6,19.42,0.1942,ap2
sta3,ap1,-71.0,4,31.38,0.3138,ap1
sta3,ap4,-73.0,3,40.8,0.408,ap1
sta1,ap1,-72.0,4,31.76,0.3176,ap2
sta1,ap2,-63.0,6,19.21,0.1921,ap2
sta3,ap1,-71.0,4,30.02,0.3002,ap1
sta3,ap4,-73.0,3,42.2,0.422,ap1
sta1,ap1,-71.0,4,30.02,0.3002,ap2
sta1,ap2,-64.0,6,20.52,0.2052,ap2
sta3,ap1,-70.0,4,27.73,0.2773,ap1
sta3,ap4,-74.0,3,44.82,0.4482,ap1
sta1,ap1,-71.0,4,30.02,0.3002,ap2
sta1,ap2,-64.0,6,20.52,0.2052,ap2
sta3,ap1,-69.0,4,26.93,0.2693,ap1
sta3,ap4,-74.0,3,46.1,0.461,ap1
sta1,ap1,-72.0,4,32.2,0.322,ap2
sta1,ap2,-63.0,6,19.42,0.1942,ap2
sta3,ap1,-68.0,4,25.0,0.25,ap1
sta3,ap4,-75.0,3,48.84,0.4884,ap1
sta1,ap1,-71.0,4,30.08,0.3008,ap2
sta1,ap2,-65.0,6,22.47,0.2247,ap2
sta3,ap1,-69.0,4,26.25,0.2625,ap1
sta3,ap4,-75.0,3,47.42,0.4742,ap1
sta1,ap1,-72.0,4,31.95,0.3195,ap2
sta1,ap2,-64.0,6,21.47,0.2147,ap2
sta3,ap1,-70.0,4,28.79,0.2879,ap1
sta3,ap4,-74.0,3,44.6,0.446,ap1
sta1,ap1,-71.0,4,30.08,0.3008,ap2
sta1,ap2,-65.0,6,22.47,0.2247,ap2
sta3,ap1,-70.0,4,28.16,0.2816,ap1
sta3,ap4,-74.0,3,45.97,0.4597,ap1
sta1,ap1,-70.0,4,28.79,0.2879,ap2
sta1,ap2,-66.0,6,23.85,0.2385,ap2
sta3,ap1,-70.0,4,29.07,0.2907,ap1
sta3,ap4,-74.0,3,43.42,0.4342,ap1
sta1,ap1,-71.0,4,30.68,0.3068,ap2
sta1,ap2,-65.0,6,22.83,0.2283,ap2
sta3,ap1,-69.0,4,26.93,0.2693,ap1
sta3,ap4,-74.0,3,46.1,0.461,ap1
sta1,ap1,-71.0,4,30.68,0.3068,ap2
sta1,ap2,-65.0,6,22.83,0.2283,ap2
sta3,ap1,-70.0,4,27.51,0.2751,ap1
sta3,ap4,-74.0,3,46.01,0.4601,ap1
sta1,ap1,-72.0,4,33.84,0.3384,ap2
sta1,ap2,-64.0,6,20.62,0.2062,ap2
sta3,ap1,-71.0,4,29.41,0.2941,ap1
sta3,ap4,-74.0,3,44.55,0.4455,ap1
sta1,ap1,-72.0,4,33.54,0.3354,ap2
sta1,ap2,-62.0,6,18.03,0.1803,ap2
sta3,ap1,-70.0,4,27.66,0.2766,ap1
sta3,ap4,-75.0,3,47.38,0.4738,ap1
sta1,ap1,-72.0,4,34.01,0.3401,ap2
sta1,ap2,-62.0,6,18.36,0.1836,ap2
sta3,ap1,-72.0,4,32.02,0.3202,ap1
sta3,ap4,-74.0,3,43.19,0.4319,ap1
sta1,ap1,-73.0,4,35.34,0.3534,ap2
sta1,ap2,-61.0,6,17.0,0.17,ap2
sta3,ap1,-72.0,4,31.95,0.3195,ap1
sta3,ap4,-73.0,3,41.73,0.4173,ap1
sta1,ap1,-73.0,4,36.67,0.3667,ap2
sta1,ap2,-60.0,6,15.65,0.1565,ap2
sta3,ap1,-72.0,4,32.2,0.322,ap1
sta3,ap4,-73.0,3,40.46,0.4046,ap1
sta1,ap1,-73.0,4,36.4,0.364,ap2
sta1,ap2,-62.0,6,18.03,0.1803,ap2
sta3,ap1,-72.0,4,33.54,0.3354,ap1
sta3,ap4,-72.0,3,39.05,0.3905,ap1
sta1,ap1,-71.0,4,30.68,0.3068,ap2
sta1,ap2,-65.0,6,22.83,0.2283,ap2
sta3,ap1,-72.0,4,32.76,0.3276,ap1
sta3,ap4,-72.0,3,39.41,0.3941,ap1
sta1,ap1,-72.0,4,32.7,0.327,ap2
sta1,ap2,-63.0,6,19.72,0.1972,ap2
sta3,ap1,-73.0,4,35.23,0.3523,ap1
sta3,ap4,-72.0,3,36.89,0.3689,ap1
sta1,ap1,-72.0,4,32.7,0.327,ap2
sta1,ap2,-63.0,6,19.72,0.1972,ap2
sta3,ap1,-73.0,4,36.62,0.3662,ap1
sta3,ap4,-71.0,3,35.51,0.3551,ap1
sta1,ap1,-73.0,4,35.11,0.3511,ap2
sta1,ap2,-63.0,6,19.31,0.1931,ap2
sta3,ap1,-73.0,4,36.62,0.3662,ap1
sta3,ap4,-71.0,3,35.51,0.3551,ap1
sta1,ap1,-74.0,4,37.16,0.3716,ap2
sta1,ap2,-61.0,6,16.16,0.1616,ap2
sta3,ap1,-73.0,4,34.48,0.3448,ap1
sta3,ap4,-72.0,3,37.8,0.378,ap1
sta1,ap1,-75.0,4,40.31,0.4031,ap2
sta1,ap2,-59.0,6,14.32,0.1432,ap2
sta3,ap1,-74.0,4,36.89,0.3689,ap1
sta3,ap4,-71.0,3,35.23,0.3523,ap1
sta1,ap2,-62.0,6,17.46,0.1746,ap2
sta1,ap3,-75.0,3,38.28,0.3828,ap2
sta3,ap1,-74.0,4,39.66,0.3966,ap1
sta3,ap4,-70.0,3,32.45,0.3245,ap1
sta1,ap2,-64.0,6,20.62,0.2062,ap2
sta1,ap3,-73.0,3,33.84,0.3384,ap2
sta3,ap1,-74.0,4,38.01,0.3801,ap1
sta3,ap4,-70.0,3,34.13,0.3413,ap1
sta1,ap2,-65.0,6,22.47,0.2247,ap2
sta1,ap3,-73.0,3,33.24,0.3324,ap2
sta3,ap1,-76.0,4,43.28,0.4328,ap1
sta3,ap4,-69.0,3,29.55,0.2955,ap1
sta1,ap2,-63.0,6,19.92,0.1992,ap2
sta1,ap3,-74.0,3,35.74,0.3574,ap2
sta3,ap1,-76.0,4,43.14,0.4314,ap1
sta3,ap4,-69.0,3,30.68,0.3068,ap1
sta1,ap2,-65.0,6,22.47,0.2247,ap2
sta1,ap3,-73.0,3,33.24,0.3324,ap2
sta3,ap1,-75.0,4,41.73,0.4173,ap1
sta3,ap4,-70.0,3,32.57,0.3257,ap1
sta1,ap2,-67.0,6,25.63,0.2563,ap2
sta1,ap3,-72.0,3,31.58,0.3158,ap2
sta3,ap1,-76.0,4,43.14,0.4314,ap1
sta3,ap4,-69.0,3,31.32,0.3132,ap1
sta1,ap2,-65.0,5,23.09,0.2309,ap3
sta1,ap3,-73.0,4,33.96,0.3396,ap3
sta3,ap1,-75.0,4,41.77,0.4177,ap1
sta3,ap4,-69.0,3,31.38,0.3138,ap1
sta1,ap2,-66.0,5,24.35,0.2435,ap3
sta1,ap3,-73.0,4,32.76,0.3276,ap3
sta3,ap1,-75.0,4,41.73,0.4173,ap1
sta3,ap4,-70.0,3,31.95,0.3195,ap1
sta1,ap2,-66.0,5,24.35,0.2435,ap3
sta1,ap3,-73.0,4,32.76,0.3276,ap3
sta3,ap1,-75.0,4,41.73,0.4173,ap1
sta3,ap4,-70.0,3,32.57,0.3257,ap1
sta1,ap2,-68.0,5,28.79,0.2879,ap3
sta1,ap3,-72.0,4,30.15,0.3015,ap3
sta3,ap1,-75.0,4,41.87,0.4187,ap1
sta3,ap4,-69.0,3,30.87,0.3087,ap1
sta1,ap2,-69.0,5,30.08,0.3008,ap3
sta1,ap3,-71.0,4,29.07,0.2907,ap3
sta3,ap1,-75.0,4,42.2,0.422,ap1
sta3,ap4,-69.0,3,30.02,0.3002,ap1
sta1,ap2,-69.0,5,29.41,0.2941,ap3
sta1,ap3,-72.0,4,31.06,0.3106,ap3
sta3,ap1,-74.0,4,39.2,0.392,ap1
sta3,ap4,-70.0,3,33.12,0.3312,ap1
sta1,ap2,-67.0,5,26.25,0.2625,ap3
sta1,ap3,-73.0,4,32.39,0.3239,ap3
sta3,ap1,-74.0,4,39.05,0.3905,ap1
sta3,ap4,-70.0,3,33.54,0.3354,ap1
sta1,ap2,-67.0,5,26.93,0.2693,ap3
sta1,ap3,-72.0,4,30.41,0.3041,ap3
sta3,ap1,-74.0,4,38.9,0.389,ap1
sta3,ap4,-71.0,3,34.54,0.3454,ap1
sta1,ap2,-68.0,5,27.29,0.2729,ap3
sta1,ap3,-71.0,4,27.66,0.2766,ap3
sta3,ap1,-74.0,4,39.05,0.3905,ap1
sta3,ap4,-70.0,3,33.54,0.3354,ap1
sta1,ap2,-67.0,5,25.24,0.2524,ap3
sta1,ap3,-71.0,4,27.51,0.2751,ap3
sta3,ap1,-74.0,4,38.95,0.3895,ap1
sta3,ap4,-70.0,3,34.01,0.3401,ap1
sta1,ap2,-66.0,5,24.6,0.246,ap3
sta1,ap3,-72.0,4,30.08,0.3008,ap3
sta3,ap1,-74.0,4,38.95,0.3895,ap1
sta3,ap4,-70.0,3,34.01,0.3401,ap1
sta1,ap2,-67.0,5,26.63,0.2663,ap3
sta1,ap3,-70.0,4,26.25,0.2625,ap3
sta3,ap1,-74.0,4,38.95,0.3895,ap1
sta3,ap4,-70.0,3,34.01,0.3401,ap1
sta1,ap2,-68.0,5,28.02,0.2802,ap3
sta1,ap3,-69.0,4,25.0,0.25,ap3
sta3,ap1,-75.0,4,40.36,0.4036,ap1
sta3,ap4,-70.0,3,32.7,0.327,ap1
sta1,ap2,-66.0,5,24.19,0.2419,ap3
sta1,ap3,-72.0,4,29.41,0.2941,ap3
sta3,ap1,-73.0,4,36.24,0.3624,ap1
sta3,ap4,-72.0,3,38.9,0.389,ap1
sta1,ap2,-66.0,5,24.19,0.2419,ap3
sta1,ap3,-72.0,4,29.41,0.2941,ap3
sta3,ap1,-74.0,4,37.48,0.3748,ap1
sta3,ap4,-71.0,3,36.4,0.364,ap1
sta1,ap2,-67.0,5,25.94,0.2594,ap3
sta1,ap3,-71.0,4,28.86,0.2886,ap3
sta3,ap1,-72.0,4,33.3,0.333,ap1
sta3,ap4,-73.0,3,40.85,0.4085,ap1
sta1,ap2,-67.0,5,26.4,0.264,ap3
sta1,ap3,-72.0,4,29.61,0.2961,ap3
sta3,ap1,-69.0,4,26.25,0.2625,ap1
sta3,ap4,-75.0,3,47.42,0.4742,ap1
sta1,ap2,-67.0,5,26.93,0.2693,ap3
sta1,ap3,-72.0,4,30.41,0.3041,ap3
sta3,ap1,-69.0,4,26.25,0.2625,ap1
sta3,ap4,-74.0,3,46.14,0.4614,ap1
sta1,ap2,-67.0,5,25.63,0.2563,ap3
sta1,ap3,-72.0,4,31.58,0.3158,ap3
sta3,ap1,-69.0,4,26.25,0.2625,ap1
sta3,ap4,-75.0,3,47.42,0.4742,ap1
sta1,ap2,-66.0,5,23.77,0.2377,ap3
sta1,ap3,-74.0,4,34.71,0.3471,ap3
sta3,ap1,-69.0,4,26.17,0.2617,ap1
sta3,ap4,-75.0,3,46.53,0.4653,ap1
sta1,ap2,-67.0,5,25.71,0.2571,ap3
sta1,ap3,-74.0,4,34.37,0.3437,ap3
sta3,ap1,-68.0,4,24.76,0.2476,ap1
sta3,ap4,-75.0,3,47.89,0.4789,ap1
sta1,ap2,-69.0,5,29.41,0.2941,ap3
sta1,ap3,-72.0,4,31.06,0.3106,ap3
sta3,ap1,-69.0,4,26.17,0.2617,ap1
sta3,ap4,-75.0,3,46.53,0.4653,ap1
sta1,ap2,-68.0,5,28.23,0.2823,ap3
sta1,ap3,-71.0,4,29.27,0.2927,ap3
sta3,ap1,-72.0,4,32.02,0.3202,ap1
sta3,ap4,-73.0,3,40.31,0.4031,ap1
sta1,ap2,-70.0,5,33.24,0.3324,ap3
sta1,ap3,-71.0,4,28.02,0.2802,ap3
sta3,ap1,-71.0,4,31.06,0.3106,ap1
sta3,ap4,-73.0,3,41.05,0.4105,ap1
sta1,ap2,-70.0,5,32.2,0.322,ap3
sta1,ap3,-70.0,4,26.02,0.2602,ap3
sta3,ap1,-71.0,4,31.06,0.3106,ap1
sta3,ap4,-73.0,3,41.05,0.4105,ap1
sta1,ap2,-70.0,5,32.7,0.327,ap3
sta1,ap3,-70.0,4,27.0,0.27,ap3
sta3,ap1,-71.0,4,31.06,0.3106,ap1
sta3,ap4,-73.0,3,41.05,0.4105,ap1
sta1,ap2,-71.0,5,35.34,0.3534,ap3
sta1,ap3,-69.0,4,25.08,0.2508,ap3
sta3,ap1,-71.0,4,31.38,0.3138,ap1
sta3,ap4,-73.0,3,40.8,0.408,ap1
sta1,ap2,-72.0,5,39.0,0.39,ap3
sta1,ap3,-70.0,4,25.71,0.2571,ap3
sta1,ap4,-77.0,3,56.04,0.5604,ap3
sta3,ap1,-72.0,4,32.76,0.3276,ap1
sta3,ap4,-72.0,3,39.41,0.3941,ap1
sta1,ap2,-72.0,5,39.0,0.39,ap3
sta1,ap3,-70.0,4,25.71,0.2571,ap3
sta1,ap4,-77.0,3,56.04,0.5604,ap3
sta3,ap1,-72.0,4,31.76,0.3176,ap1
sta3,ap4,-73.0,3,40.61,0.4061,ap1
sta1,ap2,-73.0,5,40.31,0.4031,ap3
sta1,ap3,-69.0,4,25.0,0.25,ap3
